agent_id,scaffold,model,benchmark,task_id,correct,run_id,date,total_cost,n_tasks,n_correct,source_file
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,django__django-12143,1,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,django__django-11880,1,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,django__django-9296,1,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,django__django-11790,1,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,sphinx-doc__sphinx-10466,1,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,sphinx-doc__sphinx-8638,0,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,sphinx-doc__sphinx-9461,0,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,django__django-12308,0,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,sphinx-doc__sphinx-9367,0,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,hal_generalist_agent_deepseekaideepseekv3,together_ai/deepseek-ai/DeepSeek-V3,swebench_verified_mini,django__django-12050,0,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,2025-04-14,30.165090000000003,50,5,swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459_UPLOAD.zip
