agent_id,scaffold,model,benchmark,task_id,correct,run_id,date,total_cost,n_tasks,n_correct,source_file
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,0,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,1,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,2,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,3,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,4,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,5,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,6,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,7,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,8,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,9,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,10,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,11,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,12,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,13,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,14,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,15,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,16,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,17,0,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,TauBench Few Shot High Reasoning,claude-opus-4-20250514,taubench_airline,18,1,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,2025-08-01,313.83406499999995,50,33,taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292_UPLOAD.zip
