agent_id,scaffold,model,benchmark,task_id,correct,run_id,date,total_cost,n_tasks,n_correct,source_file
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,7,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,8,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,9,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,0,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,1,1,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,2,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,3,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,4,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,5,1,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,6,1,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,10,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,11,0,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,12,1,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
HAL Generalist High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,HAL Generalist High Reasoning,openrouter/anthropic/claude-opus-4.1,taubench_airline,13,1,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004,2025-08-05,140.28165,50,16,taubench_airline_hal_generalist_high_reasoning_claudeopus41_1754432004_UPLOAD.zip
